,0,1,2
0,0.7133928810074596,0.10243652931829864,0.18417058967424188
1,0.9471937590009811,0.004361664797823023,0.048444576201195876
2,0.4616463327111932,0.3535585819309819,0.18479508535782502
3,0.6865110779320693,0.12885514853384858,0.18463377353408197
4,0.8972832218124909,0.011940781810788335,0.09077599637672075
5,0.4892806559012482,0.0026908288198955036,0.5080285152788563
6,0.9000638716147701,0.012402709274301366,0.08753341911092867
7,0.23220974062486227,0.6626972831385739,0.10509297623656398
8,0.15770480150071106,0.004928815027798328,0.8373663834714906
9,0.40590043035205964,0.017746216502474318,0.5763533531454661
10,0.5471202303582174,0.012178520708166508,0.44070124893361606
11,0.4281166841788126,0.02465179850693998,0.5472315173142475
12,0.9448810646816337,0.006985460643937944,0.0481334746744284
13,0.5095805205521851,0.03873249228650381,0.4516869871613112
14,0.5728720050912086,0.01294583379053934,0.414182161118252
15,0.5693987999243904,0.015708065431329243,0.4148931346442804
16,0.8564839916145561,0.01854029079511417,0.12497571759032963
17,0.8969394069215217,0.006114841124673195,0.09694575195380505
18,0.8204211436795359,0.030605832419654345,0.14897302390080974
19,0.5247541552566559,0.028674502887636465,0.44657134185570757
20,0.5532593002843974,0.27540286791222496,0.17133783180337764
21,0.5454854769480517,0.038759316501449176,0.4157552065504992
22,0.9337643931256941,0.010724173025267982,0.05551143384903789
23,0.8525960605258909,0.020475288113307667,0.12692865136080142
24,0.22621790755318777,0.012722907807038615,0.7610591846397737
25,0.623319555216012,0.01153252403382889,0.36514792075015917
26,0.5977350620995401,0.31613208057101005,0.08613285732944984
27,0.565523933957783,0.010025665243765925,0.4244504007984511
28,0.8543247833463956,0.023113280438561656,0.12256193621504277
29,0.9694106538452253,0.0032884068558196467,0.027300939298955013
30,0.8792218748157133,0.021617939367499235,0.09916018581678741
31,0.7767381421760734,0.03373820442853397,0.18952365339539273
32,0.8168957407135685,0.0331523444040715,0.14995191488236007
33,0.5249876409758402,0.12512881567498277,0.34988354334917715
34,0.4931635959933716,0.02291426785010091,0.4839221361565275
35,0.904374804419877,0.011768318612887739,0.08385687696723529
36,0.9132613558313657,0.013466290857779272,0.07327235331085492
37,0.5011200665788751,0.32062763187344195,0.17825230154768282
38,0.9240307748712628,0.011356654641080696,0.06461257048765653
